ID,Event 1,Event 2,Label
103820,The man (wash) the dishes,He (put) them out,1
103167,She (decide) to start wearing an apron,She (pick) a pretty floral one,1
101372,Someone (break) into my house,They (go) through all my things,1
102160,He (knock) Mary to the ground,They (go) down soon,1
106744,She (avoid) me the whole night,That (hurt) my feelings,1
104643,He (decide) on cheese and crackers,They (find) the cheese had grown hard,1
108382,She (end) up hating boot camp,She (decide) never to return,1
101320,He (walk) back to his bus stop,He (take) a bus back home,1
107762,She (decide) to rearrange her furniture,She (pull) out her couch,1
108748,He (keep) introducing him to girls,He (miss) his old girlfriend something terrible,1
104954,The girl (sit) on a swing,The man (push) the girl,1
103653,She (beg) her landlord to forgive her,He (give) her one more month,1
101392,He (beat) her down emotionally,She (accept) he was being honest,1
104789,Joy (go) to the dentist,Joy (return) to the dentist,1
107437,They (refuse) to serve the man,The man (get) hostile,1
101163,We (call) the office,They (offer) us a new room,1
107211,His parents (come) home,They (look) for Gary 's brother,1
100949,He (contact) the manufacturer,He (disagree) with the recommended tire pressure,1
102589,They (find) a recipe for stir fry,She (buy) the ingredients,1
105216,He (excuse) himself to the bathroom,They (run) out through the back door,1
100300,He (decide) to take a trip there,They (arrive) in Dallas,1
105687,They (go) on a trip,She (go) to the Rocky Mountains,1
108653,He (decide) to have a health screening,The doctor (ask) him questions,1
105633,He (ask) me to stay to eat,I (leave) around 2 am,1
108681,Two whales (jump) right past the boat,They (smile) with delight,1
102628,They (buy) a ticket to a show,She (go) to the show,1
102510,He (put) the work on his desk,They (review) the work,1
106055,He (climb) the ladder,They (slide) down the slide,1
102888,The store (extend) the promotion,More customers (show) up than normal,1
100689,She (go) to the post office,She (receive) her passport,1
105818,He (slip) over his shoelace,They (fall) got thrown back,1
105327,He (see) someone litter,He (throw) trash at him or her,1
100252,He (move) to doing body paint,They (feel) a bit weird,1
104042,She (dye) her hair blue,No one (mistake) Masako for her sisters,1
106860,He (tell) the students to exit calmly,The students (calm) down,1
103568,She (decide) to face her fears,They (take) the stage,1
106121,I (look) for some fresh jalapenos,Nobody in town (seem) to have them,1
108630,I (go) into his bedroom,I (wonder) aloud where they were,1
107583,The class (sit) on the gym floor,The kids (pay) close attention,1
105148,A cute boy (give) her a tip,This happened she (feel) embarrassed,1
103393,Her friend (offer) her a ride home,The woman (accept) her friends invitation,1
103334,I (pull) into the parking lot,I (turn) to my kids,1
108168,He (begin) to build the treehouse,They (last) for years,1
102883,He (hit) the grass,He (roll) all over,1
104414,He (see) a field of flowers,He (pick) a handful,1
101730,A kind passerby (catch) the umbrella,They (thank) the Good Samaritan profusely,1
102546,She (make) fun of her brother,Her brother (push) her down,1
105397,He (check) his pay stubs,He (confront) his boss,1
105742,The first flurries (swirl) down,She (see) their beauty,1
103247,They (buy) some warheads,She (put) one in her mouth,1
103388,The ladybug (look) dazed otherwise ok,He (fly) off into the garden,1
108994,Everyone (take) their stance,The judge (fire) the gun,1
105205,She (invite) her to a party,She (try) to go,1
104523,The caffeine (kick) in,He (start) feeling a lot better,1
108882,He (call) the restaurant,They (offer) to replace his food,1
103776,She (stay) behind in the castle,She (stare) up at the castle walls,1
108768,Her friends (arrive) at 6:00 pm,They (order) a pepperoni pizza,1
108278,A business deal (go) wrong,He (hold) a grudge,1
101784,He (struggle) in his singing class,He (quit) his singing class,1
104103,They (go) on an African safari trip,He (see) lions and elephants,1
100756,A little girl (cross) his lawn,He (yell) at her,1
105791,The signal (become) weak,He (try) to find another station,1
105008,We (paint) the walls,We (add) wall to wall carpet,1
106262,I (buy) a bottle of wine,I (drink) a few glasses,1
104410,They (visit) the dentist,He (notice) he has a cavity,1
108816,He (honk) the horn at his friends,Kirby 's friends (wave) at him,1
101076,They (take) a bite,They (work) for weeks,1
102136,She (begin) to have contractions,Her husband (rush) her to the hospital,1
104467,She (wake) up screaming,She (run) to her parents room,1
101338,They (return) the shorts,He (feel) bad because he was fat,1
106684,The man (go) to the bathroom,He (come) out wrapped like a mummy,1
100739,I (pour) a bowl of cereal,I (eat) a bug,1
104311,The assistant (make) an effort,The kids (accept) the new assistant,1
106656,She (take) a few seconds to think,She (punch) the wood,1
108524,He (arrive) at the award show,He (win) the award at the show,1
104667,They (look) around the enclosure,They (own) a field with four horses,1
106032,We did (get) bored,We (tour) the city,1
103947,He (ponder) what to eat for dinner,He (settle) on eating out,1
102343,They (get) a new dog,The dog finally (learn) some lessons,1
105783,People usually (ignore) her on the streets,She (decide) to work on a ship,1
108631,She (begin) to talk,They (lose) track of time,1
107205,He (buy) two frozen dinners,He (eat) them both,1
104251,He (stay) up late,He (set) an alarm for 7 AM,1
105764,The game (take) longer than expected,Accusations of cheating (go) flying,1
108849,They (visit) the beach for vacation,They (go) back to the hotel room,1
100241,He (try) to grind on a rail,He (break) his skateboard in half,1
101610,Her mom (check) on her,She immediately (start) to yell,1
106394,They (work) at a bar every night,She (decide) to skip work,1
108716,He (set) his camp,He saw someone nearby (play) loud music,1
106796,He (spill) tomato sauce on his shirt,He (return) to work,1
100344,He (boil) some water for pasta,He (try) to drain the water,1
102204,I (visit) the car lots,I test (drive) a new red car,1
106358,I just (laugh) at him,He (smile) back at me,1
102258,She (get) a bunny,Her sister (decide) she wanted one,1
108242,He (give) him problems to practice with,They (try) the practice problems,1
102696,He (play) the game of his life,The team (sign) him,1
102948,I usually (drive) to the local Starbucks,I (get) a cup,1
105468,The doctor (recommend) a diet to Gordon,They carefully (follow) the diet,1
102715,She (leave) for work,They (forget) to get gas,1
103757,His lease (run) out on August 8th,He (move) down from Boston,1
106170,Heavy winds (blow) towards his house,They (seep) through the shutters,1
102496,They (jump) off of the rope swing,He (land) on a rock,1
108626,They (watch) videos of inspirational speakers,They (begin) working out at the gym,1
102369,They (decide) to meet with the landlord,He (make) a deposit that day,1
107700,He (feel) very sick,He (decide) to use the kale anyway,1
102578,He (put) on his belt,He (take) off the belt,1
108101,A search party (go) out,People (holler) her name,1
101481,She (marry) had a kid,He (file) for custody,1
104579,They (put) on a suit,He (answer) all the questions well,1
101700,I (go) for a ride,I (listen) to a lot of music,1
105442,He (become) uncomfortable under the heat,He (decide) to jump into the pool,1
104959,The man (talk) to his friend,His friend (express) frustration,1
103035,She (watch) them for a while,She (see) the mother bird come back,1
101838,This spider (paralyze) her in fear,She (call) out for help,1
100812,She (feel) very homesick,She (decide) to join a student organization,1
107106,Magick (roll) in the catnip,Magick (sleep) great that night,1
102411,She (invite) her friends cooked for them,They (taste) her food,1
104093,The group (sit) down at the table,The hostess (approach) the group,1
102688,Someone (notice) her freckles,She (feel) embarrassed to have freckles,1
103565,She (get) to the airport,She (start) getting nervous,1
101407,He (arrive) at his principal 's house,His principle (come) outside,1
107552,The cat (smell) something,The cat (go) down the stairs,1
107640,She (hit) the girl in the nose,She (feel) terrible about hitting her teammate,1
108741,My cousin (give) him $ 2000,He (get) $ 4000 back,1
104164,They (feel) a sense of doom,She (hide) in the closet,1
105061,They (go) swimming in the ocean,She (realize) she was having a cramp,1
102867,I (spear) my shovel with more force,I (hit) something hard,1
108266,They (go) to the pool yesterday,She immediately (jump) in,1
102953,The man (dive) down into the ocean,He (swim) to the ocean floor,1
107624,Many people (buy) from Lisa 's booth,They (begin) to sell regularly at fairs,1
106187,My husband (move) out,The neighbor (see) him moving,1
107040,He (begin) to feel tired,He (look) for a bench,1
100044,I (go) shopping for shoes,I (pick) a pair with rainbow colors,1
107241,A teacher (see) me,She (yell) at me,1
101652,He (hear) a loud bang,A huge rain (begin) to fall,1
107648,The family (take) a trip,They (drive) into the mountains to camp,1
100865,I (win) three games,I (feel) much happier with my performance,1
105922,She (decide) to go out for breakfast,We (go) to a local diner,1
103516,She (get) the award,Crystal (thank) her whole department,1
104735,He (cook) all afternoon,They (start) to eat,1
105731,He (encourage) him to keep practicing,He (pass) his driving test,1
105195,They all (go) to the beach,They (fall) asleep in the sun,1
102537,He (get) bad blisters,He (return) the shoes,1
103480,The cops (find) the woman,The woman (go) to jail,1
100032,They (sneeze) in class,I (become) more suspicious,1
104060,He (beg) his parents to allow this,They (accept) this with respect and dignity,1
103876,She (enter) with her blueberry pie,She (end) up winning,1
100970,I (swerve) trying to miss the deer,I (get) into a car accident,1
106419,I (check) the zoo website,I (purchase) tickets online for my family,1
102853,She (wash) out the gel,She (try) a different hairstyle,1
103150,The dog (go) into the kitchen,Its ball (end) up in the kitchen,1
104610,He (step) in a puddle,They (begin) to fell apart,1
103922,He (call) over Mary,They (help) Peter put together the puzzle,1
101699,I (get) home my dog,I (search) the entire house,1
100821,He (stop) responding to her text messages,She (begin) to worry,1
104460,She (see) a cheaper plan,They (get) a new phone,1
104455,He (try) them on,He (insist) they fit fine,1
107901,They (step) up to bat,The pitcher (throw) a curveball,1
104202,Carl (buy) a new pair of boots,He (spend) way much on them,1
106377,She (type) up her resume,She (apply) to one of the jobs,1
100480,He (take) my book bag,I (try) to chase him down,1
100888,They (go) on a diet,They actually (gain) weight,1
108543,He (walk) near the ball,An alligator (show) up,1
101602,The roulette wheel (seem) to spin forever,The man (look) on nervously,1
102143,They (get) a summer job babysitting,She (watch) her neighbor 's two girls,1
102148,The dog (stand) by the door,The boy (see) his dog,1
100307,Her mom (force) her to play,They (end) up having fun,1
103821,I (take) him in a back room,We (play) with robots,1
106261,He (dive) into the pool,He (swim) all evening,1
102649,The label (tell) her to do that,The woman (shampoo) her hair twice,1
103625,He (end) up eating the whole box,His wife (see) the empty box,1
103896,The priest (rush) over,She (tell) him to stop,1
102834,They (buy) some chicken,The chicken (taste) old,1
101755,She (decide) to buy some plants,She (plant) her hibiscus,1
100745,He (go) to the bathroom,He (try) to go,1
108752,He (take) this as an affront,He (storm) out of class,1
105362,I (experiment) with leaving right away,A man (ask) me why,1
102183,He (instal) the new card,The game (play) beautifully,1
105921,He (order) a hamburger,The waitress (bring) his order out,1
108442,They (learn) to make friendship bracelets,They (make) dozens of them,1
107925,Her wedding photographer (fail) to show up,She (come) up with a plan,1
100910,He (go) to a specialized store,A salesman (show) him many models,1
107263,He (tell) the story on television,People (enjoy) the story,1
102187,My dog (come) over,I (put) them on my feet,1
102038,She (go) immediately to the shoe department,They (buy) eight pairs of shoes,1
100814,They (open) a coffee shop downtown,He (specialize) in latte art,1
102245,His air conditioner (seem) to be struggling,He (call) a repairman to his house,1
108491,The airline (lose) his luggage,They (reimburse) him he had to go,1
102627,She (wash) the dress with socks,The dress (feel) starchy,1
103421,He (look) the bars and shopping malls,They finally (find) an online dating service,1
102772,They always (beat) me at checkers,I (practice) all day,1
100259,They (agree) to play after school,They (beat) Jim by twenty points,1
100288,They (wake) up wanting coffee very badly,He (make) a pot of coffee,1
107455,The detective (investigate) his wife 's brother,The wife (help) to apprehend the brother,1
104781,He (start) feeling woozy,He (take) a few sips of punch,1
101657,He (bring) his favorite foods,They (watch) movies all afternoon,1
102641,The boy (walk) the dog,The dog (see) a cat,1
105865,He (lose) control of his bike,He (crash) into a ditch,1
100386,He (go) to Best Buy,They (deliver) a huge new TV,1
107257,The man (swing) a bat,She (miss) the ball,1
101101,I (take) out the spare tire,I finally (leave) to go grocery shopping,1
108046,He (hold) the flowers delicately,He (carry) them back to his car,1
101334,She (feel) unhappy with her appearance,She (decide) to make a change,1
102556,He (leave) his window open,His cat (get) out of the house,1
103338,Several men (burst) through his door,The record executive (hang) up the phone,1
101904,He (propose) to his girlfriend Wendy,She (begin) planning the wedding almost immediately,1
102588,She (follow) the instructions exactly,The food (taste) bland to her,1
104331,I (leave) early this morning,I (get) to the vet 's office,1
108506,She (read) about hypnosis,She (learn) more about hypno birth,1
107636,He (decide) to practice on smaller hills,He (ride) up higher and higher hills,1
100612,I (try) to comfort her,She (tell) me to leave,1
108305,He (stay) at this friend 's house,He never (pay) his rent,1
106957,The water (start) to back up,I (turn) on the disposal,1
105222,He (find) a piece he really liked,He (haggle) a bit with the owner,1
101071,They (explain) the rules to Bart,The three (play) for hours taking breaks,1
101382,I (go) in our pool,My daughter and son (get) in,1
108314,She (look) down in the water nervously,The diving board (seem) a lot higher,1
100424,She (see) a rose bush,She often (pick) them at the park,1
108529,He (clean) the fish,They (decide) to fry the fish,1
105528,He (search) around online for good reviews,He (decide) on a few good ones,1
105747,I (go) fishing for Red Snapper,My friend (keep) hosing off the boat,1
101165,She (open) the door,The bird (fly) inside,1
104011,I (get) up out of bed,I (shuffle) slowly to the kitchen,1
105840,He (find) a beer,He (take) a few sips,1
105746,The boy 's cat (investigate) the fly,The cat (eat) the fly,1
105493,Someone (suggest) he try kettle ball workouts,They (buy) a few kettlebells,1
101518,He (vow) to eat salad,He (come) back looking guilty,1
104545,She (go) to the Amazon website,She (begin) middle school dressed very fashionably,1
107291,We (go) to another classroom,We (sit) indian style,1
105741,He (get) a new boat,They (go) fishing in the lake,1
105269,They (witness) a house fire,The local news (show) up,1
107050,She (suggest) she start selling her coffee,She (take) his advice,1
101622,My stomach (start) to growl,I (remain) constipated throughout the day,1
101901,They (date) for a few months,They (try) to make things work,1
100767,She (watch) him reverse down the driveway,He (refuse) to answer,1
105919,He (write) the address on the envelope,He (drive) down to the post office,1
108804,Their car (break) down on the road,They (call) a tow truck,1
100142,He (go) for a short fishing trip,They (catch) a huge salmon when fishing,1
101729,He (go) with his family,They (find) alligators living in the bathroom,1
106632,He (ask) for a different flavor,The waitress just (laugh) at him,1
101548,He (texte) during driving,We (complain) about the poor service,1
108379,An unknown agency (contact) me,The salary for that job (seem) good,1
107753,We (go) to this donut place yesterday,We (see) the line we were appalled,1
101179,My wife (drive) me,I (get) my haircut quickly,1
106837,She (sell) lots of lemonade and cookies,She (take) down her stand,1
106740,She (call) her a bad name,Celine (scream) at her,1
106791,The man (get) grilled chicken,His wife (correct) his order,1
102058,They (cook) two eggs for breakfast,She (put) the eggs onto a plate,1
105420,People (grow) tired of the scandal,The news agency (change) their reporting,1
102854,Daniel (carry) cupcakes into school,The class (sing) to him,1
107128,I (sit) down a minute ago,I never (sit) in a chair normally,1
104651,She (get) sand everywhere,She (decide) to take a shower,1
107476,He (cook) dinner for us,He (make) tacos for us,1
101034,He (go) to his favorite fishing hole,They (pick) up the trash,1
101114,I (go) by the lake,I (sit) on the grass,1
100652,He (go) into the bushes,The bush (cut) his arms and legs,1
103251,He (plan) a hunting trip,He (go) had a great time together,1
103416,He (pour) the water out,He (get) water in another glass,1
105394,Her daughter (decide) she was hungry,They (begin) to eat,1
107778,The movie (cut) out,They (miss) the rest of the movie,1
104686,He (cancel) his appointments for the day,He (stay) at home all day,1
108447,They (live) in a bad neighborhood,He (instal) security cameras,1
104776,He (see) what happened to his garage,He (assess) his house for damage,1
108830,A water snake (start) swimming toward them,They (scream) in terror,1
102089,His older brother (call) the police,The police came Ryan (break) free,1
105744,He (sit) in the front row,The magician (make) Joe disappear,1
101582,The family (go) to the store,The kids (pick) their favorite foods,1
100746,They (continue) to drive,They (explode) into flames,1
102248,She (walk) across the stage,She (feel) a huge sense of accomplishment,1
108277,He (snapchatte) photos of his bare feet,I (stop) following Joe on Snapchat,1
102727,They (spread) button on the toast,He no longer (feel) hungry,1
102803,He (go) to Lowes,He (instal) his new light,1
107449,He (turn) the sprinklers on,He (forget) about them,1
104937,The man (lose) his mind,His friends (notice) the change,1
106913,He (realize) he knew all the words,His singing (grow) more confident,1
106227,He (drive) to the tire shop,He (put) on a spare,1
108074,She (explain) the story,He (tell) her to be more careful,1
108855,Someone (close) the door on his face,They (fall) back on the floor,1
103310,He (find) his life extremely repetitive,He (call) his travel agent,1
102551,She (paint) her middle toenail black,Her friend (ask) her why,1
104970,He (turn) on the stove fan,He (replace) the pan on the stove,1
103696,Donna (visit) the diner near her apartment,She (order) the cheeseburger and onion rings,1
108862,He (decide) to get a new haircut,He (try) a different style,1
102830,He (begin) constructing his raft,He (get) a bunch of material together,1
103945,The woman (cut) her pants into shorts,She (get) one leg long,1
103712,I (go) to Sephora,I (find) the perfect one,1
107565,I (ask) for a quote,She (hand) me her personal cell number,1
102708,She (add) the chocolate chips,She (put) the cookies in the oven,1
105728,He (pack) his things into a suitcase,He (take) a plane to Albany,1
108634,They (bake) a batch of muffins,They (turn) out horrible,1
102340,They (make) a mistake,Her teacher (catch) her,1
102523,He (stay) at home drinking all day,They (call) in sick to work,1
102347,They (fill) out the paperwork,They (take) their new dog home,1
105026,They (own) a large wooden dresser,He (move) the dresser into his home,1
101507,He (refuse) to move,She (give) him an eviction notice,1
100882,They (play) in the sand,They (pack) up their things headed home,1
106561,His roommate (start) a kitchen fire,They (run) to the faucet,1
105145,They (decide) to have a yard sale,She (borrow) some tables from a neighbor,1
103448,They (enter) himself into the Boston Marathon,They (finish) the marathon,1
102676,The cop (ignore) her request,He (issue) her a large ticket,1
108358,The two (run) off together,They (find) an attractive Mexican women,1
108116,She (write) detailed plans for each month,She (follow) the plans exactly,1
104981,He (start) to communicate with her,He (send) a message to her,1
108308,Annie (decide) to plant a garden,She (plant) new ones,1
105957,She (move) to New York City,They (become) a waitress to support herself,1
107459,She (go) to the animal shelter,They (take) care of the mice,1
108678,Walton (look) over the security footage,A woman (come) into the store,1
101747,They (see) Anna 's A+,They (groan) with jealousy,1
104279,They (scratch) the ticket,She (cash) in her ten dollars,1
106891,They (run) to the clothing store,Calvin (find) new pants to wear,1
104541,They (demand) her purse,She (give) them her purse is robbed,1
103069,Her son (check) in his baggage,Her son (walk) to the plane,1
107516,The teacher (renovate) her classroom,She (add) some cubbies against the wall,1
104020,He (begin) to panic,He (call) his doctor,1
105861,He (feel) every small thing,He (notice) that the road felt bumpier,1
105757,The bullet (hit) his vest,The vest (fail) to stop the bullet,1
101552,We (go) to Cape Cod,The kids (collect) a lot of seashells,1
107615,Molly (owe) her sister money,She (call) the bank,1
107279,She (try) her luck at the lottery,She actually (win) a lot of money,1
105625,He (wake) up in the morning,He (feel) a little nervous,1
104674,The man (feel) happy,The man (feel) less happy,1
105433,They (pass) away in the night,Daniel (decide) to bury him out back,1
105202,The man (crash) taking a corner,The bike (slide) down the street,1
100009,She never (taste) the food there,We (order) a large pizza,1
106026,The teacher (lecture) the student,The student (act) sorry,1
108800,The motorcycle (tip) the next one over,They all (fall) down,1
103639,They (buy) a motorcycle in 2006,She (jump) off the bike,1
104139,A girl (come) over,They (spend) the day together,1
104924,The man (scramble) some eggs,He accidentally (knock) the pan,1
106997,They (act) like a beast,His shadow really (look) like one,1
100326,She (lose) her balance,She (help) her up,1
100421,A friend (encourage) her to try volleyball,She (take) her friend 's advice,1
102931,They (notice) the cat was acting weird,He (see) something attached to her butt,1
103558,They (call) out for the ball,His teammate (pass) Jose the ball,1
100228,She (land) in Tokyo,She (feel) ready for her new adventure,1
102488,He (investigate) the noise,He (turn) off the vacuum,1
106148,I (sneak) to the Christmas tree,I (see) Santa had been there,1
103801,They (fall) into a big depression,He 'd (take) many medicines,1
103100,He really (dislike) his cousins,They (chase) them away,1
103549,The quarterback (hike) the ball,He (run) left right,1
105432,She (catch) a cold,She (spend) all day in bed,1
102129,He (carry) a plate,Stu (slip) on a spill,1
102067,She (go) to the kitchen,She (look) in the refrigerator,1
101608,The date of the transaction (occur) yesterday,I immediately (cancel) the card,1
106867,She (go) into remission,She (begin) to get better,1
103881,The woman (go) to her hairdresser,She (ask) for a short haircut,1
105455,The enemy (start) shooting at him,The soldier (shoot) back,1
100011,I (become) very ill,I (start) taking medications,1
106892,He (catch) the pass,He (keep) an eye on the clock,1
108403,She (get) to the cashier to pay,Sue (decide) to leave money anyway,1
107390,The teenager (go) to his car,He (get) into the car,1
102445,He (move) his piece into check,He (inform) Doug of his mistake,1
108205,I (buy) him a pizza stone,He (start) cooking for us,1
103495,The dog (lay) down beside her yawning,He (curl) up in a ball,1
108670,She (gather) all her important things,She (hide) with them in the cellar,1
103424,The man (offer) the woman a seat,A woman (see) the gesture,1
100242,My wife (pick) me up,We (head) to our local shop,1
103466,He (find) leftover soup on his stove,The smell (go) away,1
108370,He (go) to the dentist for help,The dentist (numb) him,1
105386,His foot (go) clear through,He (catch) himself just in time,1
103651,She (decide) enough was enough,She (head) down to the dealership,1
106351,The website (ask) him for a genre,He (look) for a terror movie,1
101451,She (become) very nervous,Her friend (suggest) a breathing technique,1
103399,She finally (cave) in,She quickly (get) drunk,1
106499,She (get) to eat gelato every day,She (begin) gaining weight,1
108016,She fondly (remember) her old route,She (wish) she had only a mile,1
101202,A huge rock (hit) his windshield,He (call) his insurance company,1
100934,They (get) to the dentist,She (refuse) to leave the car,1
106724,The typing keys (fall) out everywhere,I (collect) all of the pieces,1
108159,They (decide) to go back,She even (get) home,1
104377,The (start) to lose hope,They (win) the last game,1
102685,He (buy) his friend a gift,We (wrap) the gift in Christmas paper,1
103443,The family (sign) up for sailing lessons,The dad (go) alone,1
102185,He (organize) a petition,He (speak) at several city council meetings,1
107811,I (listen) to our local Public Radio,The host (try) to shush her,1
102706,He (lose) his job,He (go) to the liquor store,1
107280,He (see) a counselor,The counselor (give) him some advice,1
103139,He (click) on his dashboard,He (get) an Amazon error page,1
103456,She (decide) to go exploring,She (go) into the woods,1
107872,She (begin) to write the first page,Her hand (start) to hurt,1
101244,He (lose) the weight he had gained,He (feel) good about his body,1
105613,Harvey (run) away that same day,They (spend) all night searching for Harvey,1
103284,I (go) to the local electronics store,I (try) several computers,1
102111,They (decide) to attend a cooking class,He (pay) the registration fee online,1
102312,I (try) taking melatonin,I (feel) really great the next morning,1
102932,She (drive) down to the mall,She (reach) the shoe store,1
108162,The balloon (float) upward,They (watch) with sadness,1
107570,He (sit) on the deck,That squirrel (bother) him every day,1
108515,He had enough for them he (go),He (wear) them home with pride,1
105749,They (see) there was some leftovers,He (heat) the leftovers up,1
102022,They never (wake) up,He (miss) the whole Super Bowl,1
106309,They (go) to a garage sale,He (buy) a used board game,1
102904,Her mom (sign) her up,She (begin) taking classes,1
101270,The community (come) to love his pizzeria,His dream finally (come) true,1
108691,She (knock) on her neighbor 's door,She (borrow) her hairbrush was very thankful,1
102895,This (make) the woman very angry,The women (slam) the door shut,1
108712,He (sit) in his tree stand,He (see) one cross the field,1
105451,The man (check) his ticket,The man (move) to his correct seat,1
105615,He (notice) his wedding ring was missing,They (freak) out a bit,1
103228,They (write) down their choices,They randomly (choose) one of the papers,1
105483,He (set) a ladder against his house,Dean (climb) up the ladder,1
105004,I (lay) down beside my dog,We (curl) up together,1
108173,She (pay) for her food,She (drink) her tea,1
103090,They (see) a nest of Pigeon,The nest finally (fall) down,1
104901,The kids (go) out in the rain,They (become) very wet,1
107173,She (decide) her best choice was adoption,She (find) a very loving couple,1
102799,His neighbor (throw) out 2 broken vacuums,He (start) across the intersection,1
102845,Coty (borrow) a book from Steve,Coty (lose) Steve 's book,1
105735,Her boss (greet) her with delight,She (receive) the recognition she wanted,1
107542,Several fingernails (fall) down her throat,She (choke) on the nails,1
104382,He (hear) a scream,He (leave) his room,1
106599,My friend (pick) me up,We (head) out to the pier,1
106230,He (use) the wrong wattage,The bulb only (last) two days,1
107353,He (wear) his best suit,They (nail) the interview landing the job,1
101705,My school (offer) us a field trip,I (ask) some friends,1
107509,Norm (wake) up early one winter morning,He (see) what the problem was,1
102497,They (dig) up the rock,He (twist) his ankle,1
105892,Camden (decide) to cook a fancy pancake,He (mix) the batter with food coloring,1
106911,She (decide) to try the new soap,Her skin (break) out in rashes,1
107478,His neighbor (come) out,She happily (thank) her for her help,1
107223,She (notice) a car on the road,She (decide) to stop,1
102591,She (make) her favorite sausage rolls,She (bring) them to the family,1
103556,He (curl) up next to me,I (sleep) with him,1
107707,He (step) on a sharp shell,He (cut) his foot,1
107745,I (drive) to the local music store,I (find) a brand I liked,1
102527,He (fall) asleep in the trees,He (wake) up to gun fire,1
105565,They (get) angry at the man,They (hang) the man in the street,1
108106,A big storm (roll) through,The high winds (bring) down the tree,1
100417,Wind (catch) her kite,She (begin) to run,1
104408,He (leave) his phone on the table,He (tell) her he had to go,1
102023,Shiloh (receive) a letter in the mail,He (arrive) to jury duty,1
102928,She (recycle) all their reusables,The other neighbors (join) her efforts,1
101411,He (look) at the surveillance tapes,He (recognize) the man in the tapes,1
102382,He (hack) the government by mistake,He (try) to run away,1
104032,I (go) to the aquarium,We (wait) in line for two hours,1
103177,They (order) chocolate chunk ice cream,The lady (prepare) his order,1
100283,I (end) up ripping my jeans,I (decide) I needed a new pair,1
107515,He (go) hiking with his father,They (come) upon a felled tree,1
102764,I was in class I (fall) asleep,The professor (yell) at me,1
103178,He (watch) in anticipation,His anticipation (turn) to impatience,1
100064,He (go) to the woods,He (make) a fire,1
100844,They (go) to a stable,They (learn) a lot the first lesson,1
103719,He (park) the car,We (pass) through the gates,1
104586,Scrambles nervously (explore) her surroundings,She (lay) down to rest,1
104479,He (see) her with another man,They (throw) the flowers down and leaves,1
104294,They (intend) to get pasta,She (go) to a seafood restaurant,1
101028,He (stop) the car,He (check) the radiator,1
103331,She (spice) his coffee with pepper,He (drink) the coffee,1
106385,They (decide) to buy their first home,They (work) with a realtor,1
100316,I (come) home from school,I (dress) up for a party,1
101685,The interview (go) amazing,He (get) the job the next day,1
101135,He (stand) up from the wall,He (see) he left a hole,1
108125,They (get) into a fight at school,The teachers (break) up the fight,1
102470,He (challenge) his friends,He (defeat) his friends,1
107309,We (see) Santa Claus,We all (begin) screaming in fear,1
105856,Many people (refuse) to drive to work,I (decide) to take the subway,1
104286,She (pick) up the frog,She (cup) the frog gently,1
101847,The boy (bring) his arm back,He (throw) the stone,1
104911,The man (design) a poster,He (share) the design with his team,1
106313,He (recover) his focus,He (continue) his twirling,1
100901,They (pour) the water into the glass,They (turn) off the tap,1
107852,I (decide) to make a huge move,I (get) my stuff together,1
101245,They (decide) to go,She (pick) her up at 6 pm,1
106998,He (decide) to quit,He (give) his notice,1
102992,They (go) to the beach every summer,They always (rent) the same beach house,1
107572,She (make) them some chicken strips,They (gobble) them up quickly,1
107014,He (vow) to try,He (go) to the gym,1
107184,They (go) for a haircut,The stylist (cut) her hair short,1
107652,They (creep) up to a running car,He (bang) loudly on her window,1
106685,Fans (start) chatting more,Popular websites (adjust) their ad plans,1
103299,The country (ask) for assistance,Other countries (send) money,1
104177,He (set) up his windsurfing equipment,The surfer (wade) out into the ocean,1
100575,They (arrive) at the airport,She (go) through the metal detector,1
103467,She (get) back home,She (take) a shower,1
100577,They (get) a second job,He (work) extra hard,1
106426,His skin (become) raw,He (ask) his wife for help,1
108499,I (reach) the top,My leg accidentally (lick) the ladder,1
107744,They (outlive) Jack 's wife,She (help) him remember the good days,1
104546,He (find) the same stereo on Craigslist,He (file) a report with the police,1
107501,They (pack) their bags,The family (go) on a trip together,1
101953,Kelley (go) to the town hall meeting,She (ask) many questions,1
107584,They (go) out to the stage,They (start) telling jokes,1
100229,He (go) to her,They both (pick) up the pieces carefully,1
103711,The guests (buy) gifts for a girl,The guests (end) up being correct,1
103438,She (decide) to start a Youtube channel,She (gain) hundreds of thousands of subscribers,1
108661,They (try) to trip Hugo,The teacher 's (see) this behavior,1
101176,He (walk) into the office,She (walk) in behind him,1
107730,A fire truck (come) by with emts,I (shake) my head in amazement,1
108815,They (hear) a noise in the fireplace,He (open) the fireplace doors,1
102276,Tamara (water) them regularly,They were ripe she (pick) the vegetables,1
107878,Each team (give) their all,The red team (win) by one point,1
101261,They (get) onto the ice,They (fall) the the ice bottom first,1
100378,She (call) her friend,They (meet) at the park,1
108115,He (buy) him some cotton candy,They (forget) all about the monkeys,1
105296,They (suffer) from anxiety,She (go) to her behavioral health center,1
105700,The father (buy) a lottery ticket,He (win) a lot of money,1
108764,They (drop) the blueberry container,Blueberries (spill) all over the floor,1
100200,She (give) him some spare change,The man (look) so thankful and happy,1
103437,The family (adopt) a child,The family (talk) about adopting another kid,1
106675,The man (get) out the jack,He (lift) the car,1
